chrom1	start1	end1	chrom2	start2	end2	loop_id	source_loop_id	control_count	experimental_count
chr2L	13909302	13911302	chr2L	17019302	17021302	L1_random_349	L1	0	0
chr2L	14988690	14990690	chr2L	18098690	18100690	L1_random_350	L1	0	0
chr2L	7730166	7732166	chr2L	10840166	10842166	L1_random_351	L1	0	0
chr2L	11188876	11190876	chr2L	14298876	14300876	L1_random_352	L1	2	3
chr2L	3009574	3011574	chr2L	6119574	6121574	L1_random_353	L1	0	0
chr2L	2485310	2487310	chr2L	5595310	5597310	L1_random_354	L1	1	0
chr2L	16866457	16868457	chr2L	19976457	19978457	L1_random_355	L1	1	0
chr2L	13929622	13931622	chr2L	17039622	17041622	L1_random_356	L1	0	0
chr2L	7537819	7539819	chr2L	10647819	10649819	L1_random_357	L1	0	0
chr2L	9619427	9621427	chr2L	12729427	12731427	L1_random_358	L1	1	0
chr2L	11296724	11298724	chr2L	14406724	14408724	L1_random_359	L1	0	0
chr2L	15963565	15965565	chr2L	19073565	19075565	L1_random_360	L1	0	1
chr2L	1660129	1662129	chr2L	4770129	4772129	L1_random_361	L1	0	0
chr2L	8315156	8317156	chr2L	11425156	11427156	L1_random_362	L1	0	0
chr2L	19341366	19343366	chr2L	22451366	22453366	L1_random_363	L1	0	0
chr2L	12549082	12551082	chr2L	15659082	15661082	L1_random_364	L1	0	0
chr2L	19295664	19297664	chr2L	22405664	22407664	L1_random_365	L1	0	1
chr2L	5359184	5361184	chr2L	8469184	8471184	L1_random_366	L1	2	1
chr2L	6519865	6521865	chr2L	9629865	9631865	L1_random_367	L1	0	1
chr2L	346950	348950	chr2L	3456950	3458950	L1_random_368	L1	1	1
chr2L	4595408	4597408	chr2L	7705408	7707408	L1_random_369	L1	0	0
chr2L	9569362	9571362	chr2L	12679362	12681362	L1_random_370	L1	0	0
chr2L	16697140	16699140	chr2L	19807140	19809140	L1_random_371	L1	0	1
chr2L	18414865	18416865	chr2L	21524865	21526865	L1_random_372	L1	0	0
chr2L	10490501	10492501	chr2L	13600501	13602501	L1_random_373	L1	0	0
chr2L	7662802	7664802	chr2L	10772802	10774802	L1_random_374	L1	0	0
chr2L	9991554	9993554	chr2L	13101554	13103554	L1_random_375	L1	0	2
chr2L	5914954	5916954	chr2L	9024954	9026954	L1_random_376	L1	2	0
chr2L	19383552	19385552	chr2L	22493552	22495552	L1_random_377	L1	0	0
chr2L	624513	626513	chr2L	3734513	3736513	L1_random_378	L1	0	0
chr2L	16749510	16751510	chr2L	19859510	19861510	L1_random_379	L1	3	0
chr2L	2909262	2911262	chr2L	6019262	6021262	L1_random_380	L1	0	0
chr2L	6691395	6693395	chr2L	9801395	9803395	L1_random_381	L1	0	2
chr2L	3070448	3072448	chr2L	6180448	6182448	L1_random_382	L1	0	0
chr2L	4891451	4893451	chr2L	8001451	8003451	L1_random_383	L1	0	0
chr2L	2664677	2666677	chr2L	5774677	5776677	L1_random_384	L1	0	0
chr2L	16599487	16601487	chr2L	19709487	19711487	L1_random_385	L1	0	0
chr2L	14718837	14720837	chr2L	17828837	17830837	L1_random_386	L1	2	0
chr2L	9006930	9008930	chr2L	12116930	12118930	L1_random_387	L1	0	0
chr2L	15269713	15271713	chr2L	18379713	18381713	L1_random_388	L1	0	1
chr2L	3510748	3512748	chr2L	6620748	6622748	L1_random_389	L1	1	1
chr2L	10057945	10059945	chr2L	13167945	13169945	L1_random_390	L1	3	0
chr2L	1163714	1165714	chr2L	4273714	4275714	L1_random_391	L1	0	0
chr2L	826496	828496	chr2L	3936496	3938496	L1_random_392	L1	0	0
chr2L	10195791	10197791	chr2L	13305791	13307791	L1_random_393	L1	1	2
chr2L	13393670	13395670	chr2L	16503670	16505670	L1_random_394	L1	0	1
chr2L	2858001	2860001	chr2L	5968001	5970001	L1_random_395	L1	0	0
chr2L	6732627	6734627	chr2L	9842627	9844627	L1_random_396	L1	2	0
chr2L	7208270	7210270	chr2L	10318270	10320270	L1_random_397	L1	0	0
chr2L	17715725	17717725	chr2L	20825725	20827725	L1_random_398	L1	1	2
chr2L	4060881	4062881	chr2L	7170881	7172881	L1_random_399	L1	0	0
chr2L	14290119	14292119	chr2L	17400119	17402119	L1_random_400	L1	0	0
chr2L	1334172	1336172	chr2L	4444172	4446172	L1_random_401	L1	0	0
chr2L	14029825	14031825	chr2L	17139825	17141825	L1_random_402	L1	2	1
chr2L	8096285	8098285	chr2L	11206285	11208285	L1_random_403	L1	0	0
chr2L	11162798	11164798	chr2L	14272798	14274798	L1_random_404	L1	0	1
chr2L	16557793	16559793	chr2L	19667793	19669793	L1_random_405	L1	0	0
chr2L	14249959	14251959	chr2L	17359959	17361959	L1_random_406	L1	0	0
chr2L	8748426	8750426	chr2L	11858426	11860426	L1_random_407	L1	1	0
chr2L	1932857	1934857	chr2L	5042857	5044857	L1_random_408	L1	0	2
chr2L	13476153	13478153	chr2L	16586153	16588153	L1_random_409	L1	0	0
chr2L	9269831	9271831	chr2L	12379831	12381831	L1_random_410	L1	0	0
chr2L	1664632	1666632	chr2L	4774632	4776632	L1_random_411	L1	0	0
chr2L	5283608	5285608	chr2L	8393608	8395608	L1_random_412	L1	0	1
chr2L	7385926	7387926	chr2L	10495926	10497926	L1_random_413	L1	0	0
chr2L	17783668	17785668	chr2L	20893668	20895668	L1_random_414	L1	0	0
chr2L	7567363	7569363	chr2L	10677363	10679363	L1_random_415	L1	0	0
chr2L	14110802	14112802	chr2L	17220802	17222802	L1_random_416	L1	2	3
chr2L	19340154	19342154	chr2L	22450154	22452154	L1_random_417	L1	0	0
chr2L	7546473	7548473	chr2L	10656473	10658473	L1_random_418	L1	0	0
chr2L	18547274	18549274	chr2L	21657274	21659274	L1_random_419	L1	0	0
chr2L	17224757	17226757	chr2L	20334757	20336757	L1_random_420	L1	0	0
chr2L	664916	666916	chr2L	3774916	3776916	L1_random_421	L1	1	3
chr2L	14159844	14161844	chr2L	17269844	17271844	L1_random_422	L1	0	0
chr2L	5935388	5937388	chr2L	9045388	9047388	L1_random_423	L1	0	0
chr2L	15400223	15402223	chr2L	18510223	18512223	L1_random_424	L1	0	0
chr2L	1732365	1734365	chr2L	4842365	4844365	L1_random_425	L1	2	0
chr2L	4613935	4615935	chr2L	7723935	7725935	L1_random_426	L1	0	0
chr2L	9951217	9953217	chr2L	13061217	13063217	L1_random_427	L1	0	0
chr2L	5722519	5724519	chr2L	8832519	8834519	L1_random_428	L1	0	0
chr2L	1983147	1985147	chr2L	5093147	5095147	L1_random_429	L1	0	3
chr2L	13946857	13948857	chr2L	17056857	17058857	L1_random_430	L1	0	1
chr2L	11022370	11024370	chr2L	14132370	14134370	L1_random_431	L1	0	2
chr2L	4657791	4659791	chr2L	7767791	7769791	L1_random_432	L1	0	0
chr2L	2682488	2684488	chr2L	5792488	5794488	L1_random_433	L1	0	0
chr2L	2775195	2777195	chr2L	5885195	5887195	L1_random_434	L1	0	0
chr2L	20138217	20140217	chr2L	23248217	23250217	L1_random_435	L1	0	0
chr2L	14827025	14829025	chr2L	17937025	17939025	L1_random_436	L1	0	1
chr2L	13986285	13988285	chr2L	17096285	17098285	L1_random_437	L1	0	0
chr2L	16305120	16307120	chr2L	19415120	19417120	L1_random_438	L1	3	0
chr2L	9911484	9913484	chr2L	13021484	13023484	L1_random_439	L1	1	1
chr2L	12222867	12224867	chr2L	15332867	15334867	L1_random_440	L1	0	0
chr2L	8363256	8365256	chr2L	11473256	11475256	L1_random_441	L1	1	0
chr2L	18133780	18135780	chr2L	21243780	21245780	L1_random_442	L1	0	1
chr2L	16111953	16113953	chr2L	19221953	19223953	L1_random_443	L1	0	0
chr2L	10006792	10008792	chr2L	13116792	13118792	L1_random_444	L1	1	0
chr2L	1392914	1394914	chr2L	4502914	4504914	L1_random_445	L1	1	0
chr2L	2006223	2008223	chr2L	5116223	5118223	L1_random_446	L1	0	0
chr2L	15044970	15046970	chr2L	18154970	18156970	L1_random_447	L1	0	2
chr2L	14989396	14991396	chr2L	18099396	18101396	L1_random_448	L1	0	0
chr2L	5490910	5492910	chr2L	8600910	8602910	L1_random_449	L1	0	1
chr2L	10834483	10836483	chr2L	13944483	13946483	L1_random_450	L1	0	0
chr2L	4753426	4755426	chr2L	7863426	7865426	L1_random_451	L1	0	0
chr2L	4180113	4182113	chr2L	7290113	7292113	L1_random_452	L1	0	0
chr2L	4856753	4858753	chr2L	7966753	7968753	L1_random_453	L1	1	1
chr2L	14082498	14084498	chr2L	17192498	17194498	L1_random_454	L1	1	0
chr2L	1300794	1302794	chr2L	4410794	4412794	L1_random_455	L1	0	0
chr2L	17198881	17200881	chr2L	20308881	20310881	L1_random_456	L1	0	1
chr2L	267422	269422	chr2L	3377422	3379422	L1_random_457	L1	1	0
chr2L	6144509	6146509	chr2L	9254509	9256509	L1_random_458	L1	1	0
chr2L	11589927	11591927	chr2L	14699927	14701927	L1_random_459	L1	1	0
chr2L	8599213	8601213	chr2L	11709213	11711213	L1_random_460	L1	0	0
chr2L	3133917	3135917	chr2L	6243917	6245917	L1_random_461	L1	0	0
chr2L	641937	643937	chr2L	3751937	3753937	L1_random_462	L1	1	0
chr2L	6322638	6324638	chr2L	9432638	9434638	L1_random_463	L1	2	3
chr2L	4485846	4487846	chr2L	7595846	7597846	L1_random_464	L1	0	0
chr2L	10987591	10989591	chr2L	14097591	14099591	L1_random_465	L1	0	0
chr2L	4308684	4310684	chr2L	7418684	7420684	L1_random_466	L1	0	0
chr2L	1020765	1022765	chr2L	4130765	4132765	L1_random_467	L1	0	0
chr2L	19667888	19669888	chr2L	22777888	22779888	L1_random_468	L1	0	0
chr2L	5269725	5271725	chr2L	8379725	8381725	L1_random_469	L1	0	0
chr2L	5815311	5817311	chr2L	8925311	8927311	L1_random_470	L1	0	1
chr2L	19737382	19739382	chr2L	22847382	22849382	L1_random_471	L1	0	0
chr2L	9377055	9379055	chr2L	12487055	12489055	L1_random_472	L1	0	0
chr2L	15854239	15856239	chr2L	18964239	18966239	L1_random_473	L1	0	1
chr2L	18194984	18196984	chr2L	21304984	21306984	L1_random_474	L1	0	0
chr2L	8068392	8070392	chr2L	11178392	11180392	L1_random_475	L1	0	0
chr2L	13055265	13057265	chr2L	16165265	16167265	L1_random_476	L1	0	1
chr2L	13998582	14000582	chr2L	17108582	17110582	L1_random_477	L1	0	0
chr2L	20177817	20179817	chr2L	23287817	23289817	L1_random_478	L1	0	0
chr2L	18722154	18724154	chr2L	21832154	21834154	L1_random_479	L1	0	0
chr2L	361151	363151	chr2L	3471151	3473151	L1_random_480	L1	1	1
chr2L	1121429	1123429	chr2L	4231429	4233429	L1_random_481	L1	1	0
chr2L	18483049	18485049	chr2L	21593049	21595049	L1_random_482	L1	0	1
chr2L	14054831	14056831	chr2L	17164831	17166831	L1_random_483	L1	0	0
chr2L	18793913	18795913	chr2L	21903913	21905913	L1_random_484	L1	0	1
chr2L	845000	847000	chr2L	3955000	3957000	L1_random_485	L1	0	0
chr2L	3442878	3444878	chr2L	6552878	6554878	L1_random_486	L1	1	1
chr2L	3561116	3563116	chr2L	6671116	6673116	L1_random_487	L1	0	2
chr2L	13009977	13011977	chr2L	16119977	16121977	L1_random_488	L1	1	0
chr2L	5852343	5854343	chr2L	8962343	8964343	L1_random_489	L1	0	0
chr2L	222630	224630	chr2L	3332630	3334630	L1_random_490	L1	0	0
chr2L	2002498	2004498	chr2L	5112498	5114498	L1_random_491	L1	0	0
chr2L	6537659	6539659	chr2L	9647659	9649659	L1_random_492	L1	2	1
chr2L	19296277	19298277	chr2L	22406277	22408277	L1_random_493	L1	0	0
chr2L	8746045	8748045	chr2L	11856045	11858045	L1_random_494	L1	1	0
chr2L	19858995	19860995	chr2L	22968995	22970995	L1_random_495	L1	0	1
chr2L	9917091	9919091	chr2L	13027091	13029091	L1_random_496	L1	1	0
chr2L	20127428	20129428	chr2L	23237428	23239428	L1_random_497	L1	0	0
chr2L	16220851	16222851	chr2L	19330851	19332851	L1_random_498	L1	0	0
chr2L	16150593	16152593	chr2L	19260593	19262593	L1_random_499	L1	0	1
chr2L	2607586	2609586	chr2L	5717586	5719586	L1_random_500	L1	0	1
chr2L	12303923	12305923	chr2L	14975923	14977923	L2_random_1	L2	1	0
chr2L	8052931	8054931	chr2L	10724931	10726931	L2_random_2	L2	0	0
chr2L	4958735	4960735	chr2L	7630735	7632735	L2_random_3	L2	0	1
chr2L	19981208	19983208	chr2L	22653208	22655208	L2_random_4	L2	0	0
chr2L	6532984	6534984	chr2L	9204984	9206984	L2_random_5	L2	0	0
chr2L	802753	804753	chr2L	3474753	3476753	L2_random_6	L2	1	0
chr2L	17066380	17068380	chr2L	19738380	19740380	L2_random_7	L2	1	4
chr2L	26259	28259	chr2L	2698259	2700259	L2_random_8	L2	2	0
chr2L	2425320	2427320	chr2L	5097320	5099320	L2_random_9	L2	0	0
chr2L	2456046	2458046	chr2L	5128046	5130046	L2_random_10	L2	1	0
chr2L	14488505	14490505	chr2L	17160505	17162505	L2_random_11	L2	0	0
chr2L	122462	124462	chr2L	2794462	2796462	L2_random_12	L2	0	0
chr2L	1475361	1477361	chr2L	4147361	4149361	L2_random_13	L2	0	0
chr2L	13714244	13716244	chr2L	16386244	16388244	L2_random_14	L2	1	0
chr2L	2783467	2785467	chr2L	5455467	5457467	L2_random_15	L2	0	2
chr2L	7251349	7253349	chr2L	9923349	9925349	L2_random_16	L2	1	1
chr2L	12859757	12861757	chr2L	15531757	15533757	L2_random_17	L2	1	1
chr2L	8114824	8116824	chr2L	10786824	10788824	L2_random_18	L2	0	1
chr2L	4761738	4763738	chr2L	7433738	7435738	L2_random_19	L2	0	1
chr2L	19205000	19207000	chr2L	21877000	21879000	L2_random_20	L2	1	0
chr2L	6096356	6098356	chr2L	8768356	8770356	L2_random_21	L2	0	0
chr2L	10153240	10155240	chr2L	12825240	12827240	L2_random_22	L2	0	0
chr2L	13256947	13258947	chr2L	15928947	15930947	L2_random_23	L2	0	0
chr2L	9028177	9030177	chr2L	11700177	11702177	L2_random_24	L2	1	0
chr2L	17390699	17392699	chr2L	20062699	20064699	L2_random_25	L2	1	0
chr2L	16361081	16363081	chr2L	19033081	19035081	L2_random_26	L2	0	0
chr2L	7142066	7144066	chr2L	9814066	9816066	L2_random_27	L2	3	1
chr2L	1690140	1692140	chr2L	4362140	4364140	L2_random_28	L2	1	1
chr2L	7257203	7259203	chr2L	9929203	9931203	L2_random_29	L2	0	0
chr2L	15256588	15258588	chr2L	17928588	17930588	L2_random_30	L2	0	0
chr2L	13214887	13216887	chr2L	15886887	15888887	L2_random_31	L2	1	1
chr2L	12183462	12185462	chr2L	14855462	14857462	L2_random_32	L2	0	0
chr2L	1698052	1700052	chr2L	4370052	4372052	L2_random_33	L2	1	0
chr2L	1841789	1843789	chr2L	4513789	4515789	L2_random_34	L2	0	0
chr2L	14112110	14114110	chr2L	16784110	16786110	L2_random_35	L2	0	0
chr2L	12767631	12769631	chr2L	15439631	15441631	L2_random_36	L2	0	1
chr2L	16539072	16541072	chr2L	19211072	19213072	L2_random_37	L2	0	0
chr2L	9165258	9167258	chr2L	11837258	11839258	L2_random_38	L2	0	0
chr2L	11599589	11601589	chr2L	14271589	14273589	L2_random_39	L2	0	1
chr2L	6882672	6884672	chr2L	9554672	9556672	L2_random_40	L2	2	2
chr2L	20278772	20280772	chr2L	22950772	22952772	L2_random_41	L2	0	0
chr2L	18172702	18174702	chr2L	20844702	20846702	L2_random_42	L2	0	0
chr2L	16060985	16062985	chr2L	18732985	18734985	L2_random_43	L2	1	0
chr2L	2583718	2585718	chr2L	5255718	5257718	L2_random_44	L2	1	2
chr2L	8778918	8780918	chr2L	11450918	11452918	L2_random_45	L2	0	1
chr2L	9256792	9258792	chr2L	11928792	11930792	L2_random_46	L2	0	0
chr2L	3774148	3776148	chr2L	6446148	6448148	L2_random_47	L2	2	3
chr2L	15396765	15398765	chr2L	18068765	18070765	L2_random_48	L2	0	1
chr2L	13520019	13522019	chr2L	16192019	16194019	L2_random_49	L2	0	0
chr2L	16911192	16913192	chr2L	19583192	19585192	L2_random_50	L2	3	7
chr2L	13381487	13383487	chr2L	16053487	16055487	L2_random_51	L2	0	0
chr2L	12087223	12089223	chr2L	14759223	14761223	L2_random_52	L2	0	0
chr2L	19604763	19606763	chr2L	22276763	22278763	L2_random_53	L2	0	0
chr2L	19940064	19942064	chr2L	22612064	22614064	L2_random_54	L2	0	0
chr2L	2964652	2966652	chr2L	5636652	5638652	L2_random_55	L2	0	1
chr2L	5933656	5935656	chr2L	8605656	8607656	L2_random_56	L2	0	0
chr2L	12073247	12075247	chr2L	14745247	14747247	L2_random_57	L2	0	0
chr2L	4420276	4422276	chr2L	7092276	7094276	L2_random_58	L2	0	0
chr2L	19276753	19278753	chr2L	21948753	21950753	L2_random_59	L2	0	0
chr2L	20642855	20644855	chr2L	23314855	23316855	L2_random_60	L2	0	2
chr2L	8586088	8588088	chr2L	11258088	11260088	L2_random_61	L2	1	0
chr2L	5639014	5641014	chr2L	8311014	8313014	L2_random_62	L2	0	0
chr2L	17334210	17336210	chr2L	20006210	20008210	L2_random_63	L2	0	1
chr2L	17859985	17861985	chr2L	20531985	20533985	L2_random_64	L2	0	2
chr2L	15067388	15069388	chr2L	17739388	17741388	L2_random_65	L2	0	1
chr2L	17981174	17983174	chr2L	20653174	20655174	L2_random_66	L2	0	0
chr2L	6626157	6628157	chr2L	9298157	9300157	L2_random_67	L2	1	1
chr2L	14658600	14660600	chr2L	17330600	17332600	L2_random_68	L2	0	1
chr2L	16116244	16118244	chr2L	18788244	18790244	L2_random_69	L2	0	0
chr2L	1384195	1386195	chr2L	4056195	4058195	L2_random_70	L2	0	0
chr2L	17736703	17738703	chr2L	20408703	20410703	L2_random_71	L2	0	0
chr2L	5956056	5958056	chr2L	8628056	8630056	L2_random_72	L2	1	0
chr2L	11914399	11916399	chr2L	14586399	14588399	L2_random_73	L2	0	0
chr2L	4522598	4524598	chr2L	7194598	7196598	L2_random_74	L2	1	0
chr2L	10200885	10202885	chr2L	12872885	12874885	L2_random_75	L2	0	1
chr2L	9328347	9330347	chr2L	12000347	12002347	L2_random_76	L2	0	0
chr2L	17263676	17265676	chr2L	19935676	19937676	L2_random_77	L2	0	0
chr2L	5479966	5481966	chr2L	8151966	8153966	L2_random_78	L2	1	0
chr2L	2552477	2554477	chr2L	5224477	5226477	L2_random_79	L2	0	0
chr2L	396924	398924	chr2L	3068924	3070924	L2_random_80	L2	0	0
chr2L	2102542	2104542	chr2L	4774542	4776542	L2_random_81	L2	0	0
chr2L	20282276	20284276	chr2L	22954276	22956276	L2_random_82	L2	0	0
chr2L	4023442	4025442	chr2L	6695442	6697442	L2_random_83	L2	2	1
chr2L	14874757	14876757	chr2L	17546757	17548757	L2_random_84	L2	0	0
chr2L	6720704	6722704	chr2L	9392704	9394704	L2_random_85	L2	0	0
chr2L	5947487	5949487	chr2L	8619487	8621487	L2_random_86	L2	0	1
chr2L	2252483	2254483	chr2L	4924483	4926483	L2_random_87	L2	0	0
chr2L	465871	467871	chr2L	3137871	3139871	L2_random_88	L2	0	0
chr2L	2957689	2959689	chr2L	5629689	5631689	L2_random_89	L2	0	0
chr2L	15417013	15419013	chr2L	18089013	18091013	L2_random_90	L2	0	0
chr2L	7351088	7353088	chr2L	10023088	10025088	L2_random_91	L2	0	0
chr2L	11445400	11447400	chr2L	14117400	14119400	L2_random_92	L2	0	2
chr2L	9497713	9499713	chr2L	12169713	12171713	L2_random_93	L2	0	0
chr2L	9682564	9684564	chr2L	12354564	12356564	L2_random_94	L2	1	1
chr2L	13504752	13506752	chr2L	16176752	16178752	L2_random_95	L2	1	1
chr2L	13220971	13222971	chr2L	15892971	15894971	L2_random_96	L2	0	0
chr2L	16253418	16255418	chr2L	18925418	18927418	L2_random_97	L2	2	0
chr2L	19040166	19042166	chr2L	21712166	21714166	L2_random_98	L2	0	0
chr2L	7851228	7853228	chr2L	10523228	10525228	L2_random_99	L2	0	0
chr2L	3236659	3238659	chr2L	5908659	5910659	L2_random_100	L2	1	0
chr2L	1824738	1826738	chr2L	4496738	4498738	L2_random_101	L2	0	2
chr2L	451399	453399	chr2L	3123399	3125399	L2_random_102	L2	0	3
chr2L	13614548	13616548	chr2L	16286548	16288548	L2_random_103	L2	0	2
chr2L	3165501	3167501	chr2L	5837501	5839501	L2_random_104	L2	0	0
chr2L	11971773	11973773	chr2L	14643773	14645773	L2_random_105	L2	0	1
chr2L	13075710	13077710	chr2L	15747710	15749710	L2_random_106	L2	1	0
chr2L	14257570	14259570	chr2L	16929570	16931570	L2_random_107	L2	0	0
chr2L	20204618	20206618	chr2L	22876618	22878618	L2_random_108	L2	0	0
chr2L	6601898	6603898	chr2L	9273898	9275898	L2_random_109	L2	0	0
chr2L	19012867	19014867	chr2L	21684867	21686867	L2_random_110	L2	0	0
chr2L	10571619	10573619	chr2L	13243619	13245619	L2_random_111	L2	2	5
chr2L	19010922	19012922	chr2L	21682922	21684922	L2_random_112	L2	0	0
chr2L	13402313	13404313	chr2L	16074313	16076313	L2_random_113	L2	0	0
chr2L	3487671	3489671	chr2L	6159671	6161671	L2_random_114	L2	2	1
chr2L	1307930	1309930	chr2L	3979930	3981930	L2_random_115	L2	1	0
chr2L	19871661	19873661	chr2L	22543661	22545661	L2_random_116	L2	2	0
chr2L	9797412	9799412	chr2L	12469412	12471412	L2_random_117	L2	1	0
chr2L	4920907	4922907	chr2L	7592907	7594907	L2_random_118	L2	0	0
chr2L	11834723	11836723	chr2L	14506723	14508723	L2_random_119	L2	0	0
chr2L	3591249	3593249	chr2L	6263249	6265249	L2_random_120	L2	3	0
chr2L	20221986	20223986	chr2L	22893986	22895986	L2_random_121	L2	0	0
chr2L	10983089	10985089	chr2L	13655089	13657089	L2_random_122	L2	0	0
chr2L	6247082	6249082	chr2L	8919082	8921082	L2_random_123	L2	0	0
chr2L	11674297	11676297	chr2L	14346297	14348297	L2_random_124	L2	1	0
chr2L	3791773	3793773	chr2L	6463773	6465773	L2_random_125	L2	2	1
chr2L	17648667	17650667	chr2L	20320667	20322667	L2_random_126	L2	0	0
chr2L	18924682	18926682	chr2L	21596682	21598682	L2_random_127	L2	0	0
chr2L	7655177	7657177	chr2L	10327177	10329177	L2_random_128	L2	0	0
chr2L	2978053	2980053	chr2L	5650053	5652053	L2_random_129	L2	0	0
chr2L	8131615	8133615	chr2L	10803615	10805615	L2_random_130	L2	0	2
chr2L	16003585	16005585	chr2L	18675585	18677585	L2_random_131	L2	0	0
chr2L	11727532	11729532	chr2L	14399532	14401532	L2_random_132	L2	0	1
chr2L	9160006	9162006	chr2L	11832006	11834006	L2_random_133	L2	0	0
chr2L	18291210	18293210	chr2L	20963210	20965210	L2_random_134	L2	0	0
chr2L	15895043	15897043	chr2L	18567043	18569043	L2_random_135	L2	1	0
chr2L	259000	261000	chr2L	2931000	2933000	L2_random_136	L2	3	1
chr2L	7276734	7278734	chr2L	9948734	9950734	L2_random_137	L2	0	0
chr2L	14574323	14576323	chr2L	17246323	17248323	L2_random_138	L2	1	3
chr2L	6816957	6818957	chr2L	9488957	9490957	L2_random_139	L2	0	0
chr2L	19571800	19573800	chr2L	22243800	22245800	L2_random_140	L2	0	0
chr2L	20833450	20835450	chr2L	23505450	23507450	L2_random_141	L2	0	0
chr2L	7781927	7783927	chr2L	10453927	10455927	L2_random_142	L2	0	0
chr2L	2129713	2131713	chr2L	4801713	4803713	L2_random_143	L2	0	1
chr2L	4534916	4536916	chr2L	7206916	7208916	L2_random_144	L2	0	1
chr2L	15054679	15056679	chr2L	17726679	17728679	L2_random_145	L2	0	0
chr2L	14098943	14100943	chr2L	16770943	16772943	L2_random_146	L2	0	1
chr2L	3952479	3954479	chr2L	6624479	6626479	L2_random_147	L2	0	0
chr2L	9259264	9261264	chr2L	11931264	11933264	L2_random_148	L2	0	0
chr2L	11409727	11411727	chr2L	14081727	14083727	L2_random_149	L2	2	0
chr2L	17666656	17668656	chr2L	20338656	20340656	L2_random_150	L2	2	1
chr2L	14421579	14423579	chr2L	17093579	17095579	L2_random_151	L2	0	0
chr2L	6487639	6489639	chr2L	9159639	9161639	L2_random_152	L2	0	1
chr2L	18376332	18378332	chr2L	21048332	21050332	L2_random_153	L2	0	0
chr2L	8195494	8197494	chr2L	10867494	10869494	L2_random_154	L2	1	0
chr2L	10916227	10918227	chr2L	13588227	13590227	L2_random_155	L2	0	0
chr2L	120766	122766	chr2L	2792766	2794766	L2_random_156	L2	0	0
chr2L	6721132	6723132	chr2L	9393132	9395132	L2_random_157	L2	0	0
chr2L	6702836	6704836	chr2L	9374836	9376836	L2_random_158	L2	0	1
chr2L	4398787	4400787	chr2L	7070787	7072787	L2_random_159	L2	0	0
chr2L	9048140	9050140	chr2L	11720140	11722140	L2_random_160	L2	0	0
chr2L	8569607	8571607	chr2L	11241607	11243607	L2_random_161	L2	0	0
chr2L	17609792	17611792	chr2L	20281792	20283792	L2_random_162	L2	0	0
chr2L	9272522	9274522	chr2L	11944522	11946522	L2_random_163	L2	0	0
chr2L	20637787	20639787	chr2L	23309787	23311787	L2_random_164	L2	0	1
chr2L	18572126	18574126	chr2L	21244126	21246126	L2_random_165	L2	0	0
chr2L	10859191	10861191	chr2L	13531191	13533191	L2_random_166	L2	2	1
chr2L	19646569	19648569	chr2L	22318569	22320569	L2_random_167	L2	0	0
chr2L	7174456	7176456	chr2L	9846456	9848456	L2_random_168	L2	1	0
chr2L	233806	235806	chr2L	2905806	2907806	L2_random_169	L2	0	1
chr2L	18130639	18132639	chr2L	20802639	20804639	L2_random_170	L2	0	0
chr2L	2654799	2656799	chr2L	5326799	5328799	L2_random_171	L2	1	2
chr2L	7658054	7660054	chr2L	10330054	10332054	L2_random_172	L2	0	0
chr2L	11806569	11808569	chr2L	14478569	14480569	L2_random_173	L2	0	0
